Account Number,Bank Name,Customer_ID
730,Chase Bank,customer_30@gmail.com
731,Chase Bank,customer_31@gmail.com
732,Wells Fargo,customer_32@gmail.com
733,Chase Bank,customer_33@gmail.com
734,Wells Fargo,customer_34@gmail.com
735,Chase Bank,customer_35@gmail.com
736,Bank of America,customer_36@gmail.com
737,Chase Bank,customer_37@gmail.com
738,BBVA,customer_38@gmail.com
739,Wells Fargo,customer_39@gmail.com
740,Chase Bank,customer_40@gmail.com
741,Chase Bank,customer_41@gmail.com
742,Wells Fargo,customer_42@gmail.com
743,Bank of America,customer_43@gmail.com
744,Bank of America,customer_44@gmail.com
745,Wells Fargo,customer_45@gmail.com
746,Wells Fargo,customer_46@gmail.com
747,Wells Fargo,customer_47@gmail.com
748,BBVA,customer_48@gmail.com
749,Bank of America,customer_49@gmail.com
750,Chase Bank,customer_50@gmail.com
751,Chase Bank,customer_51@gmail.com
752,Wells Fargo,customer_52@gmail.com
753,Wells Fargo,customer_53@gmail.com
754,BBVA,customer_54@gmail.com
755,US Bank,customer_55@gmail.com
756,BBVA,customer_56@gmail.com
757,Wells Fargo,customer_57@gmail.com
758,US Bank,customer_58@gmail.com
759,Bank of America,customer_59@gmail.com
760,Wells Fargo,customer_60@gmail.com
761,Wells Fargo,customer_61@gmail.com
762,US Bank,customer_62@gmail.com
763,US Bank,customer_63@gmail.com
764,US Bank,customer_64@gmail.com
765,BBVA,customer_65@gmail.com
766,BBVA,customer_66@gmail.com
767,Bank of America,customer_67@gmail.com
768,BBVA,customer_68@gmail.com
769,Chase Bank,customer_69@gmail.com
770,Chase Bank,customer_70@gmail.com
771,Bank of America,customer_71@gmail.com
772,Wells Fargo,customer_72@gmail.com
773,Bank of America,customer_73@gmail.com
774,Bank of America,customer_74@gmail.com
775,Bank of America,customer_75@gmail.com
776,Bank of America,customer_76@gmail.com
777,BBVA,customer_77@gmail.com
778,BBVA,customer_78@gmail.com
779,Chase Bank,customer_79@gmail.com
780,Bank of America,customer_80@gmail.com
781,BBVA,customer_81@gmail.com
782,Bank of America,customer_82@gmail.com
783,Wells Fargo,customer_83@gmail.com
784,Bank of America,customer_84@gmail.com
785,Bank of America,customer_85@gmail.com
786,Bank of America,customer_86@gmail.com
787,Wells Fargo,customer_87@gmail.com
788,Wells Fargo,customer_88@gmail.com
789,Wells Fargo,customer_89@gmail.com
790,BBVA,customer_90@gmail.com
791,BBVA,customer_91@gmail.com
792,Bank of America,customer_92@gmail.com
793,Chase Bank,customer_93@gmail.com
794,US Bank,customer_94@gmail.com
795,US Bank,customer_95@gmail.com
796,Wells Fargo,customer_96@gmail.com
797,Bank of America,customer_97@gmail.com
798,US Bank,customer_98@gmail.com
799,US Bank,customer_99@gmail.com
